2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS C.Serras;Peças para Carretas EIXOS;416009;BUCHA BRACO - EIXO BAL T  FA4/6;"134170 - TUBO SCHEDULLE 80 - 1.1/2""";115,00;48,26;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31740;SUPORTE EXTERNO - SUPORTE BALANCIM CBH/CBHM;120054 - CHAPA GQ   5/8 (15,8)     1010;279,00;244,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31736;SUPORTE INTERNO - SUPORTE BALANCIM CBH/CBHM;120054 - CHAPA GQ   5/8 (15,8)     1010;204,00;244,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;409741;SAPATA CHASSI              CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;210,00;165,00;2;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;417233;ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6;120157 - CHAPA GQ   3/8 (9,53)     1010;64,00;64,00;2;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31045;SAPATA MAIOR CHASSI  CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;;;2;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31248;BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1529,00;165,00;2;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;466050;COMANDO VAROES - FREIO    CAR;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;132,00;40,00;2;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;468745;REFORCO PONTA DE EIXO  TANDEM  FA6;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;100,00;100,00;8;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;436884;COMPLEM EXCENT - EIXO TRAS F4C;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;67,00;40,00;2;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;459574;TAMBOR FREIO - EIXO       F6F5;120250 - CHAPA #11(3,04) A36/CIVIL300;328,00;328,00;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;412661;ARRUELA P/RET - EIXO (C) F6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;;;4;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;30186;CORPO SUPORTE DO FREIO - TANDEM C/ FREIO;120352 - CHAPA GQ   1/2 (12,7)     1010;182,00;181,00;4;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;453341;SUP VARAO FRENAG - FREIO U6P;120650 - CHAPA GQ   5/16(7,94)     1010;45,00;40,00;4;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;459574;TAMBOR FREIO - EIXO       F6F5;;;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;4;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;31248;BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1529,00;165,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;30186;CORPO SUPORTE DO FREIO - TANDEM C/ FREIO;120352 - CHAPA GQ   1/2 (12,7)     1010;;;4;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;459574;TAMBOR FREIO - EIXO       F6F5;;;;2;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;416009;BUCHA BRACO - EIXO BAL T  FA4/6;;;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;417294;PONTA DE EIXO - EIXO BAL TANDEM   FA4;;;;4;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;25604;PINO SUPORTE FREIO-EIXO (NOV13...);;;;4;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;30191;CORPO DO VARÃO DE FRENAGEM - TANDEM C/ FREIO;;;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;34546;FECHAMENTO GUIA DO CILINDRO [CBH/CBHM];110516 - ACO LAMINADO RED 4.1/2    1045;61,00;;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;444698;PINO COMPLEM EIXO-E TRAS  F4CC;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";69,00;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;31245;TUBO BALANCIM TANDEM 4T;134031IMP - TUBO QDR    100 X 100 X 6.00;1080,00;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;433860;BUCHA CENTRAL     UVA;134157 - TUBO MECANICO  50 X  32  ST-52;88,00;;1;S Trat Termico;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;4;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;417749;FECH LAT BR-EIXO TANDEM  FA4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;93,00;93,00;4;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";40,00;19,05;8;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30603;REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.;126901 - AÇO CHATO LAM 3/4 X 3 SAE-1020;350,00;76,20;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31410;REFORÇO INTERNO - FUEIRO - CBH(M18);126901 - AÇO CHATO LAM 3/4 X 3 SAE-1020;50,00;76,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31287;CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;947,00;;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;"134144 - TUBO SCHEDULLE 80 - 2"" C/C";57,00;;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;29521;CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT;"134430 - TUBO SCHEDULLE 40 - 1.1/4""";;;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para carretas FUEIROS;28766;DOBRADIÇA [FUEIRO - CBH M21];120157 - CHAPA GQ   3/8 (9,53)     1010;129,00;45,00;4;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;;;;8;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;;;;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30603;REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.;;;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Forjaria;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;31287;CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;950,00;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Guilhotinas;Peças para carretas FUEIROS;494616;FECHAM SUP   FUEIRO   CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;Sem Processo;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Prensas;Peças para Carretas IÇAMENTOS;443359;PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC];"112203 - ACO TREF. RED. SAE-1020 - 1/2""";65,00;12,70;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;494884;PINO  MACACO     CBH/CBHM;"112525 - ACO TREF. RED. SAE-1020 - 5/8""";100,00;;1;S C Prensas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;134157 - TUBO MECANICO  50 X  32  ST-52;54,00;;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;31865;BUCHA DA MOLA DO EMBOLO [CBH/CBHM];134224 - TUBO MECANICO  71 X  43  ST-52;25,00;;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30381;FIXADOR MACACO M17 CHASSI CBHM/CBH;120157 - CHAPA GQ   3/8 (9,53)     1010;100,00;135,00;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;410214;PORTA ALAV COMANDO - ICAM A3,5;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;80,00;72,00;2;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;459690;FECHAM DIANTEIRO ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;274,00;158,00;1;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;441480;SUPORTE ENGATE ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;158,00;122,00;1;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30386;TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;90,00;90,00;1;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30388;COMPLEMENTO BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;79,00;37,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;33889;REFORÇO INTERIOR [CONJ SUP FRONTAL - CBH];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30387;BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;120650 - CHAPA GQ   5/16(7,94)     1010;90,00;24,00;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;410214;PORTA ALAV COMANDO - ICAM A3,5;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;80,00;72,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;459690;FECHAM DIANTEIRO ICAM (M98) FA/CBHM;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;274,00;158,00;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;443359;PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC];;;;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;;;;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;30381;FIXADOR MACACO M17 CHASSI CBHM/CBH;;;;1;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;31865;BUCHA DA MOLA DO EMBOLO [CBH/CBHM];134224 - TUBO MECANICO  71 X  43  ST-52;25,00;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Corte Manual;Peças para Carretas IÇAMENTOS;30789;CORRENTE 180MM - MACACO M17;226105 - CORRENTE ELO 3/16 F. POLIDO;180,00;;1;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas LATERAIS e FECHAMENTOS;32597;TRAVA DA CORRENTE       - TAMPA TRAS       CBHM;"112458 - ACO TREF. RED. SAE-1020 - 3/8""";60,00;;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas LATERAIS e FECHAMENTOS;28681;BUCHA DOBRADIÇA LATERAL  CBH/CBHM;134625 - TUBO MECANICO  40 X  20  ST-52;50,00;;2;S Usinagem;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31227;CANTONEIRA INFERIOR TAMPA TRAS - CBH M18;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1932,00;113,00;1;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30451;FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;120273 - CHAPA FQ  3,75mm. SAE-1006;400,00;101,00;7;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31237;CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);120273 - CHAPA FQ  3,75mm. SAE-1006;398,00;280,00;2;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30376;FIXADOR CHAPA LAT SUP - TAMPA LATERAL - CBH (M17);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;100,00;94,00;10;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30375;FIXADOR LAT INFERIOR - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;10;S Estamparia;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30751;CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;2790,00;568,00;4;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;31227;CANTONEIRA INFERIOR TAMPA TRAS - CBH M18;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1932,00;113,00;1;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30451;FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;400,00;101,00;7;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;31237;CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;398,00;280,00;2;S Mont Sistemas Carretas;CBH5 FO SC T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos
